dataset,backbone,condition,split_seed,finding,subgroup,metric,value
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex:female,fnr,0.5044169611307421
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex:male,fnr,0.4989429175475687
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.0054740435831733825
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex:female,fnr,0.40476190476190477
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex:male,fnr,0.3838383838383838
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex_gap:female-minus-male,fnr,0.020923520923520955
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex:female,fnr,0.53125
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex:male,fnr,0.5128205128205128
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex_gap:female-minus-male,fnr,0.018429487179487225
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex:female,fnr,0.7607361963190185
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex:male,fnr,0.642512077294686
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex_gap:female-minus-male,fnr,0.1182241190243325
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex:female,fnr,0.4444444444444444
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex:male,fnr,0.1724137931034483
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex_gap:female-minus-male,fnr,0.27203065134099613
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex:female,fnr,0.25
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex:male,fnr,0.3333333333333333
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex_gap:female-minus-male,fnr,-0.08333333333333331
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex:female,fnr,0.16666666666666666
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex:male,fnr,0.125
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex_gap:female-minus-male,fnr,0.04166666666666666
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex:female,fnr,0.3333333333333333
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex:male,fnr,0.36923076923076925
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex_gap:female-minus-male,fnr,-0.035897435897435936
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex:female,fnr,0.3
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex:male,fnr,0.2595419847328244
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex_gap:female-minus-male,fnr,0.04045801526717557
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex:female,fnr,0.625
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex:male,fnr,0.55
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex_gap:female-minus-male,fnr,0.07499999999999996
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex:female,fnr,0.4925373134328358
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex:male,fnr,0.4318181818181818
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex_gap:female-minus-male,fnr,0.060719131614653976
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex:female,fnr,0.17045454545454544
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex:male,fnr,0.2535211267605634
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex_gap:female-minus-male,fnr,-0.08306658130601793
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex:female,fnr,0.6506849315068494
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex:male,fnr,0.5223880597014925
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex_gap:female-minus-male,fnr,0.12829687180535687
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex:female,fnr,0.42857142857142855
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex:male,fnr,0.34838709677419355
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex_gap:female-minus-male,fnr,0.080184331797235
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex:female,fnr,0.0
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex:male,fnr,0.46153846153846156
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex_gap:female-minus-male,fnr,-0.46153846153846156
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex:female,fnr,0.5127081507449606
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex:male,fnr,0.451459606245757
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.06124854449920358
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex:female,fnr,0.4375
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex:male,fnr,0.38164251207729466
NIH,densenet121-res224-all,condition_1_original,2748406118,Atelectasis,sex_gap:female-minus-male,fnr,0.05585748792270534
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex:female,fnr,0.5588235294117647
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex:male,fnr,0.5806451612903226
NIH,densenet121-res224-all,condition_1_original,2748406118,Consolidation,sex_gap:female-minus-male,fnr,-0.0218216318785579
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex:female,fnr,0.7648902821316614
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex:male,fnr,0.6690997566909975
NIH,densenet121-res224-all,condition_1_original,2748406118,Infiltration,sex_gap:female-minus-male,fnr,0.09579052544066391
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex:female,fnr,0.41935483870967744
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex:male,fnr,0.36363636363636365
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumothorax,sex_gap:female-minus-male,fnr,0.05571847507331379
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex:female,fnr,0.3
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex:male,fnr,0.6363636363636364
NIH,densenet121-res224-all,condition_1_original,2748406118,Edema,sex_gap:female-minus-male,fnr,-0.33636363636363636
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex:female,fnr,0.0
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex:male,fnr,0.1724137931034483
NIH,densenet121-res224-all,condition_1_original,2748406118,Emphysema,sex_gap:female-minus-male,fnr,-0.1724137931034483
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex:female,fnr,0.39622641509433965
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex:male,fnr,0.40384615384615385
NIH,densenet121-res224-all,condition_1_original,2748406118,Fibrosis,sex_gap:female-minus-male,fnr,-0.007619738751814209
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex:female,fnr,0.35833333333333334
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex:male,fnr,0.384
NIH,densenet121-res224-all,condition_1_original,2748406118,Effusion,sex_gap:female-minus-male,fnr,-0.02566666666666667
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex:female,fnr,0.6666666666666666
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex:male,fnr,0.5652173913043478
NIH,densenet121-res224-all,condition_1_original,2748406118,Pneumonia,sex_gap:female-minus-male,fnr,0.10144927536231885
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex:female,fnr,0.4675324675324675
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex:male,fnr,0.3561643835616438
NIH,densenet121-res224-all,condition_1_original,2748406118,Pleural_Thickening,sex_gap:female-minus-male,fnr,0.1113680839708237
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex:female,fnr,0.2967032967032967
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex:male,fnr,0.2602739726027397
NIH,densenet121-res224-all,condition_1_original,2748406118,Cardiomegaly,sex_gap:female-minus-male,fnr,0.03642932410055699
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex:female,fnr,0.71875
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex:male,fnr,0.5521472392638037
NIH,densenet121-res224-all,condition_1_original,2748406118,Nodule,sex_gap:female-minus-male,fnr,0.1666027607361963
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex:female,fnr,0.41228070175438597
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex:male,fnr,0.3237410071942446
NIH,densenet121-res224-all,condition_1_original,2748406118,Mass,sex_gap:female-minus-male,fnr,0.08853969456014138
