dataset,backbone,condition,split_seed,finding,subgroup,metric,value,ci_lower,ci_upper
NIH,densenet121-res224-all,condition_1_original,3658676649,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.039330448549403096,0.007479926169290718,0.07127479859839575
NIH,densenet121-res224-all,condition_1_original,768519171,Atelectasis,sex:female,fnr,0.20903954802259886,0.17445748961856244,0.24412652173535063
NIH,densenet121-res224-all,condition_1_original,768519171,Atelectasis,sex:male,fnr,0.2250562640660165,0.1906575976845152,0.2632794297052987
NIH,densenet121-res224-all,condition_1_original,768519171,Atelectasis,sex_gap:female-minus-male,fnr,-0.016016716043417645,-0.06676865563117668,0.035193432251215136
NIH,densenet121-res224-all,condition_1_original,768519171,Consolidation,sex:female,fnr,0.18769230769230769,0.13226881576600677,0.2517045873589498
NIH,densenet121-res224-all,condition_1_original,768519171,Consolidation,sex:male,fnr,0.18376722817764166,0.14140523624150828,0.23475819457843303
NIH,densenet121-res224-all,condition_1_original,768519171,Consolidation,sex_gap:female-minus-male,fnr,0.00392507951466603,-0.07197593437208666,0.07933664049235993
NIH,densenet121-res224-all,condition_1_original,768519171,Infiltration,sex:female,fnr,0.4862508383635144,0.4382177068569474,0.5366112552221282
NIH,densenet121-res224-all,condition_1_original,768519171,Infiltration,sex:male,fnr,0.47764402407566636,0.4325943922990155,0.525801546703186
NIH,densenet121-res224-all,condition_1_original,768519171,Infiltration,sex_gap:female-minus-male,fnr,0.008606814287848041,-0.05701428704738704,0.06906806517842515
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumothorax,sex:female,fnr,0.21263157894736842,0.157892495609274,0.28381779502840204
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumothorax,sex:male,fnr,0.16312056737588654,0.11403293351256333,0.234816031617845
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumothorax,sex_gap:female-minus-male,fnr,0.04951101157148188,-0.035151191680480746,0.1329903250306621
NIH,densenet121-res224-all,condition_1_original,768519171,Edema,sex:female,fnr,0.19545454545454546,0.1389979380204997,0.25595453761214626
NIH,densenet121-res224-all,condition_1_original,768519171,Edema,sex:male,fnr,0.20948616600790515,0.14841182146414345,0.2800075757575758
NIH,densenet121-res224-all,condition_1_original,768519171,Edema,sex_gap:female-minus-male,fnr,-0.014031620553359686,-0.10211878501400559,0.07615995947888239
NIH,densenet121-res224-all,condition_1_original,768519171,Emphysema,sex:female,fnr,0.24,0.1590909090909091,0.34450680272108836
NIH,densenet121-res224-all,condition_1_original,768519171,Emphysema,sex:male,fnr,0.15605095541401273,0.10358565737051793,0.21326405509695695
NIH,densenet121-res224-all,condition_1_original,768519171,Emphysema,sex_gap:female-minus-male,fnr,0.08394904458598726,-0.018621878819626323,0.20511601996920692
NIH,densenet121-res224-all,condition_1_original,768519171,Fibrosis,sex:female,fnr,0.39285714285714285,0.3006676938880329,0.4890625797560104
NIH,densenet121-res224-all,condition_1_original,768519171,Fibrosis,sex:male,fnr,0.46496815286624205,0.3743123424918557,0.556390977443609
NIH,densenet121-res224-all,condition_1_original,768519171,Fibrosis,sex_gap:female-minus-male,fnr,-0.0721110100090992,-0.2003013204411489,0.0644732647660291
NIH,densenet121-res224-all,condition_1_original,768519171,Effusion,sex:female,fnr,0.16621004566210046,0.13691063132677003,0.19678828435915607
NIH,densenet121-res224-all,condition_1_original,768519171,Effusion,sex:male,fnr,0.17914267434420986,0.1515616044601143,0.20845642309497728
NIH,densenet121-res224-all,condition_1_original,768519171,Effusion,sex_gap:female-minus-male,fnr,-0.012932628682109398,-0.05692907249293285,0.029357360165351547
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumonia,sex:female,fnr,0.32673267326732675,0.2313890654799746,0.44585350748789543
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumonia,sex:male,fnr,0.3333333333333333,0.25,0.42168674698795183
NIH,densenet121-res224-all,condition_1_original,768519171,Pneumonia,sex_gap:female-minus-male,fnr,-0.0066006600660065695,-0.1332735438567747,0.13452186492506976
NIH,densenet121-res224-all,condition_1_original,768519171,Pleural_Thickening,sex:female,fnr,0.33962264150943394,0.26895906638517475,0.4150753032574621
NIH,densenet121-res224-all,condition_1_original,768519171,Pleural_Thickening,sex:male,fnr,0.3422982885085575,0.27906701852768157,0.412551862716521
NIH,densenet121-res224-all,condition_1_original,768519171,Pleural_Thickening,sex_gap:female-minus-male,fnr,-0.0026756469991235377,-0.1042664000047807,0.10220189818292011
NIH,densenet121-res224-all,condition_1_original,768519171,Cardiomegaly,sex:female,fnr,0.22962962962962963,0.17491518382607493,0.2935914732865623
NIH,densenet121-res224-all,condition_1_original,768519171,Cardiomegaly,sex:male,fnr,0.22924901185770752,0.16606540544261392,0.29832028371407515
NIH,densenet121-res224-all,condition_1_original,768519171,Cardiomegaly,sex_gap:female-minus-male,fnr,0.0003806177719221093,-0.08588261109489473,0.09004087198795604
NIH,densenet121-res224-all,condition_1_original,768519171,Nodule,sex:female,fnr,0.5677290836653387,0.5075576762847737,0.6322773681225183
NIH,densenet121-res224-all,condition_1_original,768519171,Nodule,sex:male,fnr,0.40846994535519127,0.3593266158109809,0.4612427979379359
NIH,densenet121-res224-all,condition_1_original,768519171,Nodule,sex_gap:female-minus-male,fnr,0.15925913831014743,0.08153555244212046,0.2382334677721736
NIH,densenet121-res224-all,condition_1_original,768519171,Mass,sex:female,fnr,0.3691588785046729,0.3070165238678091,0.4410979049153908
NIH,densenet121-res224-all,condition_1_original,768519171,Mass,sex:male,fnr,0.2463768115942029,0.20302357017935085,0.29183184609912893
NIH,densenet121-res224-all,condition_1_original,768519171,Mass,sex_gap:female-minus-male,fnr,0.12278206691046997,0.04765817954542534,0.20715206681987336
NIH,densenet121-res224-all,condition_1_original,768519171,Hernia,sex:female,fnr,0.1724137931034483,0.047619047619047616,0.375
NIH,densenet121-res224-all,condition_1_original,768519171,Hernia,sex:male,fnr,0.23529411764705882,0.04339130434782616,0.5457070707070705
NIH,densenet121-res224-all,condition_1_original,768519171,Hernia,sex_gap:female-minus-male,fnr,-0.06288032454361053,-0.4049603174603173,0.2037835249042145
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex:female,fnr,0.31666927042649584,0.29217277760178606,0.343392824193807
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex:male,fnr,0.2970328282828283,0.2748288709758239,0.3200919064254033
NIH,densenet121-res224-all,condition_1_original,768519171,NIH_14_pooled,sex_gap:female-minus-male,fnr,0.019636442143667554,-0.014295826438677292,0.05299408059596042
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex:female,fnr,0.20696937697993664,0.1707764782326186,0.2477402971152971
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex:male,fnr,0.22893165228931653,0.1984862271179265,0.2619411006785615
NIH,densenet121-res224-all,condition_1_original,113462462,Atelectasis,sex_gap:female-minus-male,fnr,-0.021962275309379886,-0.07119247273152432,0.028676269788425492
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex:female,fnr,0.21478060046189376,0.16107945860011705,0.27457833844438245
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex:male,fnr,0.22592592592592592,0.17947761194029851,0.2845246918213033
NIH,densenet121-res224-all,condition_1_original,113462462,Consolidation,sex_gap:female-minus-male,fnr,-0.011145325464032158,-0.09246153911417686,0.06763557334598866
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex:female,fnr,0.42950236966824645,0.37885437608067973,0.48651658442982454
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex:male,fnr,0.39387402933563415,0.3507414643321266,0.4431735683366879
NIH,densenet121-res224-all,condition_1_original,113462462,Infiltration,sex_gap:female-minus-male,fnr,0.03562834033261231,-0.0334209062984455,0.10895174186799005
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex:female,fnr,0.20566037735849058,0.1541455873222727,0.27360911826542716
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex:male,fnr,0.13166666666666665,0.09489266969716934,0.1744060377902264
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumothorax,sex_gap:female-minus-male,fnr,0.07399371069182392,0.00618534852491079,0.14839482127939277
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex:female,fnr,0.12365591397849462,0.08571428571428572,0.17647058823529413
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex:male,fnr,0.14112903225806453,0.09593605244563085,0.197263037825639
NIH,densenet121-res224-all,condition_1_original,113462462,Edema,sex_gap:female-minus-male,fnr,-0.017473118279569905,-0.08647925857692669,0.05795661500092614
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex:female,fnr,0.1437908496732026,0.08026486955264872,0.21234841679766447
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex:male,fnr,0.17955801104972377,0.12956061097155822,0.23902860757714203
NIH,densenet121-res224-all,condition_1_original,113462462,Emphysema,sex_gap:female-minus-male,fnr,-0.03576716137652117,-0.12179486500092739,0.043696077100474
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex:female,fnr,0.3055555555555556,0.2198581560283688,0.3986013986013986
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex:male,fnr,0.29245283018867924,0.20939679218967922,0.38571609862219003
NIH,densenet121-res224-all,condition_1_original,113462462,Fibrosis,sex_gap:female-minus-male,fnr,0.013102725366876344,-0.11598576426061817,0.13725242401297097
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex:female,fnr,0.16747572815533981,0.13679627809109882,0.20268236185983826
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex:male,fnr,0.19101876675603216,0.1619900944285326,0.2242298849890111
NIH,densenet121-res224-all,condition_1_original,113462462,Effusion,sex_gap:female-minus-male,fnr,-0.023543038600692345,-0.06655500562050955,0.024806960788553583
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex:female,fnr,0.3333333333333333,0.2358490566037736,0.44902961184473783
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex:male,fnr,0.3006134969325153,0.21545324329854718,0.3935626185958254
NIH,densenet121-res224-all,condition_1_original,113462462,Pneumonia,sex_gap:female-minus-male,fnr,0.03271983640081799,-0.10824192316238433,0.16991293900882243
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex:female,fnr,0.3576158940397351,0.2780774397805419,0.4480817334242926
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex:male,fnr,0.3112244897959184,0.25639400921658984,0.37580821708583645
NIH,densenet121-res224-all,condition_1_original,113462462,Pleural_Thickening,sex_gap:female-minus-male,fnr,0.046391404243816714,-0.05906029695706434,0.15958483377110136
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex:female,fnr,0.20577617328519857,0.1593523736338798,0.2592956349206349
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex:male,fnr,0.27906976744186046,0.21233678847786733,0.356333391093398
NIH,densenet121-res224-all,condition_1_original,113462462,Cardiomegaly,sex_gap:female-minus-male,fnr,-0.0732935941566619,-0.16749467250699152,0.005581053702045459
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex:female,fnr,0.5066666666666667,0.44648594947487935,0.5706810631229235
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex:male,fnr,0.38223938223938225,0.32715847881332527,0.4409380964856469
NIH,densenet121-res224-all,condition_1_original,113462462,Nodule,sex_gap:female-minus-male,fnr,0.12442728442728446,0.04201918297952713,0.211022048618875
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex:female,fnr,0.3409090909090909,0.28191516535183886,0.4066243552546744
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex:male,fnr,0.25188536953242835,0.2051186943620178,0.30501506791171473
NIH,densenet121-res224-all,condition_1_original,113462462,Mass,sex_gap:female-minus-male,fnr,0.08902372137666253,0.008262655439108353,0.16892357911283565
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex:female,fnr,0.2,0.058823529411764705,0.35294117647058826
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex:male,fnr,0.47619047619047616,0.2222222222222222,0.75
NIH,densenet121-res224-all,condition_1_original,113462462,Hernia,sex_gap:female-minus-male,fnr,-0.27619047619047615,-0.5779341736694676,0.019506876026272477
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex:female,fnr,0.2917737789203085,0.26437200635457153,0.3219697360868212
NIH,densenet121-res224-all,condition_1_original,113462462,NIH_14_pooled,sex:male,fnr,0.27455310199789695,0.25323144404252557,0.29785420013420705
